time_referencia,competicao,pais_competicao,data_jogo,time_casa,time_fora,jogo,resultado,formacao_casa,formacao_fora,titulares_casa,titulares_fora,substituicoes,gols,assistencias
Tunisia,"FIFA World Cup, Qualification CAF, Group H",Africa,2025-09-04 19:00:00,Tunisia,Liberia,Tunisia x Liberia,3 x 0,4-3-3,4-2-3-1,Aymen Dahmen | Yan Valery | Dylan Bronn | Montassar Talbi | Mortadha Ben Ouanes | Mohamed Ali Ben Romdhane | Ferjani Sassi | Hannibal Mejbri | Amor Layouni | Hazem Mastouri | Elias Achouri,Tommy Songo | Mark Pabai | Natus Jamel Swen | Prince Balde | Nelson Laomie | Nohan Kenneh | Salomon Tweh | Jimmy Farkarlun | Oscar Dorley | Edward Ledlum | Ayouba Kosiah,[CASA] 89' Mohamed Belhadj Mahmoud entrou no lugar de Hannibal Mejbri | [CASA] 82' Elias Saad entrou no lugar de Elias Achouri | [CASA] 82' Firas Chaouat entrou no lugar de Hazem Mastouri | [FORA] 77' Jegbay Konneh entrou no lugar de Salomon Tweh | [FORA] 77' Philip Tarnue entrou no lugar de Mark Pabai | [CASA] 53' Naïm Sliti entrou no lugar de Mohamed Ali Ben Romdhane | [CASA] 53' Ismael Gharbi entrou no lugar de Amor Layouni | [FORA] 46' Divine Teah entrou no lugar de Nohan Kenneh | [FORA] 46' Sulahmana Mamadu Bah entrou no lugar de Jimmy Farkarlun | [FORA] 11' Kemoh Kamara entrou no lugar de Natus Jamel Swen,[CASA] 90+4' Elias Saad | [CASA] 66' Ferjani Sassi | [CASA] 5' Hazem Mastouri,[CASA] 66' Hannibal Mejbri -> Ferjani Sassi
Germany,World Cup Qual. UEFA A,Europe,2025-09-04 18:45:00,Slovakia,Germany,Slovakia x Germany,2 x 0,4-3-3,4-2-3-1,Martin Dúbravka | Norbert Gyömbér | Ľubomír Šatka | Milan Škriniar | Dávid Hancko | Matúš Bero | Stanislav Lobotka | Ondrej Duda | Dávid Ďuriš | David Strelec | Leo Sauer,Oliver Baumann | Nnamdi Collins | Antonio Rüdiger | Jonathan Tah | Maximilian Mittelstädt | Joshua Kimmich | Angelo Stiller | Serge Gnabry | Leon Goretzka | Florian Wirtz | Nick Woltemade,[CASA] 90' László Bénes entrou no lugar de Ondrej Duda | [CASA] 83' Lubomir Tupta entrou no lugar de Leo Sauer | [CASA] 83' Róbert Boženík entrou no lugar de David Strelec | [CASA] 66' Tomáš Rigo entrou no lugar de Dávid Ďuriš | [FORA] 66' Karim Adeyemi entrou no lugar de Serge Gnabry | [FORA] 60' Nadiem Amiri entrou no lugar de Angelo Stiller | [FORA] 46' David Raum entrou no lugar de Nnamdi Collins,[CASA] 55' David Strelec | [CASA] 42' Dávid Hancko,[CASA] 55' Norbert Gyömbér -> David Strelec | [CASA] 42' David Strelec -> Dávid Hancko
Belgium,World Cup Qual. UEFA J,Europe,2025-09-04 18:45:00,Liechtenstein,Belgium,Liechtenstein x Belgium,0 x 6,5-3-2,4-1-4-1,Benjamin Büchel | Sandro Wolfinger | Andreas Malin | Lars Traber | Jens Hofer | Maximilian Göppel | Simon Lüchinger | Nicolas Hasler | Aron Sele | Ferhat Sağlam | Fabio Luque Notaro,Thibaut Courtois | Thomas Meunier | Zeno Debast | Arthur Theate | Maxim De Cuyper | Youri Tielemans | Jérémy Doku | Kevin De Bruyne | Hans Vanaken | Malick Fofana | Loïs Openda,[CASA] 84' Emanuel Zünd entrou no lugar de Nicolas Hasler | [CASA] 84' Fabio Wolfinger entrou no lugar de Simon Lüchinger | [FORA] 79' Diego Moreira entrou no lugar de Thomas Meunier | [CASA] 76' Livio Meier entrou no lugar de Sandro Wolfinger | [FORA] 67' Timothy Castagne entrou no lugar de Maxim De Cuyper | [FORA] 67' Leandro Trossard entrou no lugar de Kevin De Bruyne | [CASA] 63' William Pizzi entrou no lugar de Ferhat Sağlam | [CASA] 63' Alessio Hasler entrou no lugar de Aron Sele | [FORA] 61' Charles De Ketelaere entrou no lugar de Loïs Openda | [FORA] 61' Alexis Saelemaekers entrou no lugar de Jérémy Doku,[FORA] 90+1' Malick Fofana | [FORA] 70' Youri Tielemans | [FORA] 62' Kevin De Bruyne | [FORA] 60' Arthur Theate | [FORA] 46' Youri Tielemans | [FORA] 29' Maxim De Cuyper,[FORA] 90+1' Alexis Saelemaekers -> Malick Fofana | [FORA] 62' Hans Vanaken -> Kevin De Bruyne | [FORA] 60' Maxim De Cuyper -> Arthur Theate | [FORA] 29' Thomas Meunier -> Maxim De Cuyper
Netherlands,World Cup Qual. UEFA G,Europe,2025-09-04 18:45:00,Netherlands,Poland,Netherlands x Poland,1 x 1,4-2-3-1,5-4-1,Bart Verbruggen | Denzel Dumfries | Jan Paul van Hecke | Virgil van Dijk | Micky van de Ven | Ryan Gravenberch | Frenkie de Jong | Xavi Simons | Tijjani Reijnders | Cody Gakpo | Memphis Depay,Łukasz Skorupski | Matty Cash | Przemysław Wiśniewski | Jan Bednarek | Jakub Kiwior | Nicola Zalewski | Sebastian Szymański | Bartosz Slisz | Piotr Zieliński | Jakub Kamiński | Robert Lewandowski,[CASA] 87' Stefan de Vrij entrou no lugar de Jan Paul van Hecke | [FORA] 84' Tomasz Kędziora entrou no lugar de Przemysław Wiśniewski | [CASA] 84' Justin Kluivert entrou no lugar de Tijjani Reijnders | [CASA] 83' Quinten Timber entrou no lugar de Frenkie de Jong | [CASA] 79' Donyell Malen entrou no lugar de Xavi Simons | [CASA] 78' Wout Weghorst entrou no lugar de Memphis Depay | [FORA] 71' Bartosz Kapustka entrou no lugar de Piotr Zieliński | [FORA] 71' Paweł Wszołek entrou no lugar de Nicola Zalewski | [FORA] 71' Kamil Grosicki entrou no lugar de Sebastian Szymański | [FORA] 64' Karol Świderski entrou no lugar de Robert Lewandowski,[FORA] 80' Matty Cash | [CASA] 28' Denzel Dumfries,[CASA] 28' Memphis Depay -> Denzel Dumfries
Spain,World Cup Qual. UEFA E,Europe,2025-09-04 18:45:00,Bulgaria,Spain,Bulgaria x Spain,0 x 3,4-3-3,4-3-3,Svetoslav Vutsov | Anton Nedyalkov | Kristian Dimitrov | Emil Tsenov | Fabian Nürnberger | Vasil Panayotov | Ivajlo Chochev | Ilia Gruev | Nikolay Minkov | Aleksandar Kolev | Radoslav Kirilov,Unai Simón | Pedro Porro | Robin Le Normand | Dean Huijsen | Marc Cucurella | Mikel Merino | Martín Zubimendi | Pedri | Lamine Yamal | Mikel Oyarzabal | Nico Williams,[CASA] 81' Georgi Milanov entrou no lugar de Ivajlo Chochev | [FORA] 79' Jesús Rodriguez entrou no lugar de Lamine Yamal | [CASA] 72' Martin Minchev entrou no lugar de Radoslav Kirilov | [CASA] 71' Vladimir Nikolov entrou no lugar de Aleksandar Kolev | [FORA] 71' Dani Olmo entrou no lugar de Nico Williams | [CASA] 62' Rosen Bozhinov entrou no lugar de Fabian Nürnberger | [FORA] 62' Dani Carvajal entrou no lugar de Pedro Porro | [FORA] 62' Rodri entrou no lugar de Martín Zubimendi | [FORA] 46' Pau Cubarsí entrou no lugar de Robin Le Normand | [CASA] 46' Marin Petkov entrou no lugar de Vasil Panayotov,[FORA] 38' Mikel Merino | [FORA] 30' Marc Cucurella | [FORA] 5' Mikel Oyarzabal,[FORA] 38' Lamine Yamal -> Mikel Merino | [FORA] 5' Martín Zubimendi -> Mikel Oyarzabal
Jordan,Int. Friendly Games,World,2025-09-04 17:00:00,Russia,Jordan,Russia x Jordan,0 x 0,4-3-3,3-4-3,Aleksandr Maksimenko | Ilya Vakhaniya | Ruslan Litvinov | Evgeniy Morozov | Yury Gorshkov | Ivan Oblyakov | Aleksandr Chernikov | Dmitriy Barinov | Maksim Glushenkov | Dmitry Vorobyev | Andrey Mostovoy,Yazeed Abu Laila | Abdallah Nasib | Yazan Al-Arab | Mo Abualnadi | Alquraishi Adham | Ibrahim Sadeh | Nizar Mahmoud Al-Rashdan | Mohannad Abu Taha | Mousa Tamari | Ali Olwan | Yazan Al-Naimat,[FORA] 87' Amer Jamous entrou no lugar de Ibrahim Sadeh | [FORA] 87' Yousef Abu Al Jazar entrou no lugar de Alquraishi Adham | [FORA] 87' Reziq Bani Hani entrou no lugar de Ali Olwan | [CASA] 87' Anton Miranchuk entrou no lugar de Aleksandr Chernikov | [CASA] 76' Tamerlan Musaev entrou no lugar de Dmitry Vorobyev | [FORA] 68' Mohammad Ali Hasheesh entrou no lugar de Mohannad Abu Taha | [FORA] 64' Mahmoud Al-Mardi entrou no lugar de Yazan Al-Naimat | [CASA] 62' Kirill Glebov entrou no lugar de Andrey Mostovoy | [CASA] 62' Danil Krugovoy entrou no lugar de Yury Gorshkov | [CASA] 61' Aleksey Batrakov entrou no lugar de Ivan Oblyakov | [CASA] 61' Aleksandr Silyanov entrou no lugar de Ilya Vakhaniya,,
Cabo Verde,"FIFA World Cup, Qualification CAF, Group D",Africa,2025-09-04 16:00:00,Mauritius,Cabo Verde,Mauritius x Cabo Verde,0 x 2,4-3-3,4-3-3,Dorian Chiotti | Wilson Mootoo | Lindsay Rose | Dylan Collard | Rosario Latouchent | Angel Arthee | Adel Langue | Emmanuel Vincent | Gabriel Caliste | Cooper Legrand | Yannick Aristide,Vozinha | Steven Moreira | Pico | Diney Borges | Sidny Lopes Cabral | Kevin Lenini | Jamiro Monteiro | Yannick Semedo | Willy Semedo | Dailon Rocha Livramento | Jovane Cabral,[FORA] 87' Laros Duarte entrou no lugar de Jamiro Monteiro | [FORA] 87' Alessio Da Cruz entrou no lugar de Dailon Rocha Livramento | [FORA] 78' Aílson Tavares entrou no lugar de Kevin Lenini | [CASA] 78' Jason Ferré entrou no lugar de Gabriel Caliste | [CASA] 77' William Francois entrou no lugar de Adel Langue | [FORA] 69' Hélio Varela entrou no lugar de Willy Semedo | [FORA] 69' João Paulo entrou no lugar de Jovane Cabral | [CASA] 65' Linley Rita entrou no lugar de Angel Arthee | [CASA] 64' Jeremy Villeneuve entrou no lugar de Cooper Legrand,[FORA] 70' Diney Borges | [FORA] 22' Jovane Cabral,[FORA] 70' Sidny Lopes Cabral -> Diney Borges
Türkiye,World Cup Qual. UEFA E,Europe,2025-09-04 16:00:00,Georgia,Türkiye,Georgia x Türkiye,2 x 3,4-4-2,4-2-3-1,Giorgi Mamardashvili | Otar Kakabadze | Saba Goglichidze | Guram Kashia | Luka Lochoshvili | Giorgi Tsitaishvili | Giorgi Kochorashvili | Anzor Mekvabishvili | Zuriko Davitashvili | Georges Mikautadze | Khvicha Kvaratskhelia,Uğurcan Çakır | Mert Müldür | Merih Demiral | Abdülkerim Bardakcı | Eren Elmalı | İsmail Yüksek | Hakan Çalhanoğlu | Yunus Akgün | Arda Güler | Kenan Yıldız | Kerem Aktürkoğlu,[FORA] 86' İrfan Can Kahveci entrou no lugar de Arda Güler | [CASA] 85' Giorgi Gocholeishvili entrou no lugar de Otar Kakabadze | [CASA] 81' Giorgi Guliashvili entrou no lugar de Anzor Mekvabishvili | [FORA] 79' Ferdi Kadıoğlu entrou no lugar de Kenan Yıldız | [CASA] 68' Irakli Azarovi entrou no lugar de Luka Lochoshvili | [FORA] 66' Oğuz Aydın entrou no lugar de Yunus Akgün | [FORA] 66' Barış Alper Yılmaz entrou no lugar de Kerem Aktürkoğlu | [FORA] 46' Orkun Kökçü entrou no lugar de İsmail Yüksek | [CASA] 46' Nika Gagnidze entrou no lugar de Giorgi Tsitaishvili,[CASA] 90+8' Khvicha Kvaratskhelia | [CASA] 63' Zuriko Davitashvili | [FORA] 52' Kerem Aktürkoğlu | [FORA] 41' Kerem Aktürkoğlu | [FORA] 3' Mert Müldür,[FORA] 52' Yunus Akgün -> Kerem Aktürkoğlu | [FORA] 3' Arda Güler -> Mert Müldür
Norway,Int. Friendly Games,World,2025-09-04 16:00:00,Norway,Finland,Norway x Finland,1 x 0,4-3-3,3-4-2-1,Egil Selvik | Julian Ryerson | Kristoffer Ajer | Leo Østigård | David Møller Wolfe | Martin Ødegaard | Sander Berge | Felix Horn Myhre | Oscar Bobb | Erling Haaland | Andreas Schjelderup,Viljami Sinisalo | Matti Peltola | Ville Koski | Ville Tikkanen | Adam Stahl | Glen Kamara | Santeri Väänänen | Fredrik Jensen | Topi Keskinen | Onni Valakari | Benjamin Källman,[CASA] 78' Fredrik André Bjørkan entrou no lugar de David Møller Wolfe | [FORA] 75' Anssi Suhonen entrou no lugar de Topi Keskinen | [CASA] 63' Aron Dønnum entrou no lugar de Andreas Schjelderup | [FORA] 63' Robert Ivanov entrou no lugar de Ville Koski | [FORA] 63' Teemu Pukki entrou no lugar de Benjamin Källman | [FORA] 46' Miro Tenho entrou no lugar de Matti Peltola | [CASA] 46' Alexander Sørloth entrou no lugar de Erling Haaland | [FORA] 46' Adam Markhiev entrou no lugar de Glen Kamara | [FORA] 46' Oiva Jukkola entrou no lugar de Onni Valakari | [CASA] 46' Thelo Aasgaard entrou no lugar de Felix Horn Myhre | [CASA] 46' Patrick Berg entrou no lugar de Sander Berge | [CASA] 46' Morten Thorsby entrou no lugar de Martin Ødegaard,[CASA] 17' Erling Haaland,
Saudi Arabia,Int. Friendly Games,World,2025-09-04 15:00:00,Saudi Arabia,North Macedonia,Saudi Arabia x North Macedonia,2 x 1,3-4-3,5-3-2,Abdulrahman Al Sanbi | Mohammed Sulaiman Bakor | Abdullah Al-Khaibari | Hassan Altambakti | Saad Al-Nasser | Mohamed Kanno | Musab Al Juwayr | Moteb Al-Harbi | Abdulrahman Alobud | Firas Al-Buraikan | Saleh Abu Al-Shamat,Stole Dimitrievski | Stefan Despotovski | Nikola Serafimov | Darko Velkovski | Visar Musliu | Ezgjan Alioski | Luka Stankovski | Isnik Alimi | Jani Atanasov | Milan Ristovski | Aleksandar Trajkovski,[CASA] 86' Saad Al-Mousa entrou no lugar de Moteb Al-Harbi | [CASA] 78' Mukhtar Ali entrou no lugar de Musab Al Juwayr | [FORA] 75' Tihomir Kostadinov entrou no lugar de Milan Ristovski | [CASA] 67' Abdullah Al-Hamdan entrou no lugar de Saleh Abu Al-Shamat | [CASA] 67' Marwan Al-Sahafi entrou no lugar de Abdulrahman Alobud | [CASA] 67' Saleh Al-Shehri entrou no lugar de Firas Al-Buraikan | [FORA] 60' Eljif Elmas entrou no lugar de Luka Stankovski | [FORA] 60' Enis Bardhi entrou no lugar de Isnik Alimi | [FORA] 46' Elmin Rastoder entrou no lugar de Aleksandar Trajkovski | [FORA] 46' Lirim Qamili entrou no lugar de Ezgjan Alioski | [FORA] 46' Bojan Ilievski entrou no lugar de Darko Velkovski | [CASA] 46' Ali Majrashi entrou no lugar de Saad Al-Nasser,[CASA] 78' Abdullah Al-Hamdan | [CASA] 45' Firas Al-Buraikan | [FORA] 40' Aleksandar Trajkovski,[CASA] 45' Saleh Abu Al-Shamat -> Firas Al-Buraikan | [FORA] 40' Stefan Despotovski -> Aleksandar Trajkovski
Ghana,"FIFA World Cup, Qualification CAF, Group I",Africa,2025-09-04 13:00:00,Chad,Ghana,Chad x Ghana,1 x 1,4-2-3-1,4-3-3,Jourdain Mbaynassem | Yves Allarabaye | Wanre Daikreo | Charles Tchouplaou | Dia Mickaël | Mahamat Thiam | Wiliam Damba | Abdoul Aziz | Eric Mbangossoum | Célestin Ecua | Haroun Tchaouna,Benjamin Asare | Caleb Yirenkyi | Jonas Adjei Adjetey | Jerome Opoku | Gideon Mensah | Iñaki Williams | Elisha Owusu | Salis Abdul Samed | Mohammed Kudus | Jordan Ayew | Antoine Semenyo,[FORA] 90' Mohammed Salisu entrou no lugar de Jerome Opoku | [FORA] 90' Jerry Afriyie entrou no lugar de Elisha Owusu | [FORA] 86' Ibrahim Osman entrou no lugar de Mohammed Kudus | [CASA] 80' Natoyoum Osee entrou no lugar de Dia Mickaël | [CASA] 80' Benjamin Merba entrou no lugar de Mahamat Thiam | [FORA] 77' Kamaldeen Sulemana entrou no lugar de Iñaki Williams | [FORA] 77' Christopher Baah entrou no lugar de Antoine Semenyo | [CASA] 65' Amine Hiver entrou no lugar de Haroun Tchaouna | [CASA] 59' Franck Tchaouna entrou no lugar de Abdoul Aziz,[CASA] 89' Célestin Ecua | [FORA] 17' Jordan Ayew,[CASA] 89' Eric Mbangossoum -> Célestin Ecua | [FORA] 17' Mohammed Kudus -> Jordan Ayew
Iraq,King's Cup,Asia,2025-09-04 09:00:00,Iraq,Hong Kong,Iraq x Hong Kong,2 x 1,4-2-3-1,3-5-2,Ahmed Basil | Frans Putros | Ahmed Yahya | Zaid Tahseen | Manaf Younis | Osama Rashid | Amjad Attwan | Marko Farji | Ibrahim Bayesh | Montader Madjed | Aymen Hussein,Yapp Hung Fai | Vas Nuñez | Leon Jones | Shinichi Chan | Everton Camargo | Chun-Lok Tan | Oliver Gerbig | Fernando Augusto | Stefan Pereira Figueiredo | Juninho Junior | Matthew Orr,[FORA] 86' Joy-Yin Jesse Yu entrou no lugar de Chun-Lok Tan | [CASA] 78' Amar Muhsin entrou no lugar de Aymen Hussein | [FORA] 75' Ka-Kiu Lau entrou no lugar de Juninho Junior | [CASA] 74' Merchas Doski entrou no lugar de Ahmed Yahya | [CASA] 74' Amir Al-Ammari entrou no lugar de Osama Rashid | [FORA] 70' Nicholas Benavides entrou no lugar de Stefan Pereira Figueiredo | [FORA] 70' Ngai-Hoi Li entrou no lugar de Fernando Augusto | [CASA] 64' Mohanad Ali entrou no lugar de Marko Farji | [CASA] 64' Kevin Yakob entrou no lugar de Amjad Attwan | [CASA] 63' Youssef Amyn entrou no lugar de Montader Madjed,[CASA] 81' Mohanad Ali | [CASA] 67' Mohanad Ali | [FORA] 61' Matthew Orr,[CASA] 81' Zaid Tahseen -> Mohanad Ali | [CASA] 67' Ibrahim Bayesh -> Mohanad Ali
Qatar,Int. Friendly Games,World,2025-09-03 15:15:00,Qatar,Bahrain,Qatar x Bahrain,2 x 2,4-2-3-1,4-2-3-1,Salah Zakaria | Bassam Al Rawi | Ahmed Suhail | Tarek Salman | Homam Al-Amin | Karim Boudiaf | Ahmed Fathi | Edmilson Junior | Abdelaziz Hatem | Akram Afif | Mohammed Muntari,Ebrahim Lutfalla | Vincent Emmanuel | Amine Benadi | Waleed Al Hayam | Abdulla Al-Khalasi | Komail Al Aswad | Sayed Dhiya Saeed | Ali Madan | Mohamed Marhoon | Mahdi Al-Humaidan | Mahdi Abduljabbar,[FORA] 90' Sayed Mahdi Sharaf entrou no lugar de Mohamed Marhoon | [CASA] 74' Mohamed Naceur Almanai entrou no lugar de Karim Boudiaf | [CASA] 66' Yusuf Abdurisag entrou no lugar de Akram Afif | [CASA] 58' Guilherme entrou no lugar de Ahmed Fathi | [CASA] 58' Sultan Al-Brake entrou no lugar de Homam Al-Amin | [CASA] 58' Mohamed Gouda entrou no lugar de Edmilson Junior | [FORA] 46' Ibrahim Al-Khatal entrou no lugar de Mahdi Abduljabbar | [CASA] 46' Ahmed Alaaeldin entrou no lugar de Mohammed Muntari | [FORA] 45' Hamad Al-Shamsan entrou no lugar de Vincent Emmanuel,[CASA] 87' Ahmed Alaaeldin | [FORA] 66' Ibrahim Al-Khatal | [FORA] 62' Komail Al Aswad | [CASA] 17' Mohammed Muntari,[CASA] 87' Abdelaziz Hatem -> Ahmed Alaaeldin | [FORA] 66' Mohamed Marhoon -> Ibrahim Al-Khatal | [CASA] 17' Homam Al-Amin -> Mohammed Muntari
Morocco,"African Nations Championship, Knockout stage",Africa,2025-08-30 15:00:00,Madagascar,Morocco,Madagascar x Morocco,2 x 3,4-2-3-1,3-5-2,Michel Ramandimbisoa | Nantenaina Randriamanampisoa | Bono Rabearivelo | Rijaniaina Randriamanampisoa | Lalaina Rafanomezantsoa,Mehdi Al Harrar | Anas Bach | Marouane Louadni | Youssef Belammari | Mohamed Boulacsout | Youssef Mehri | Ayoub Khairi | Mohamed Rabie Hrimat | Khalid Baba | Sabir Bougrine | Oussama Lamlioui,[FORA] 90' Bouchaib Arrassi entrou no lugar de Ayoub Khairi | [FORA] 90' Amine Souane entrou no lugar de Oussama Lamlioui | [FORA] 86' Mohamed Moufid entrou no lugar de Youssef Mehri | [FORA] 79' Khalid Ait Ouarkhane entrou no lugar de Sabir Bougrine | [FORA] 79' Salaheddine Errahouli entrou no lugar de Khalid Baba | [CASA] 46' Mamisoa Alexandre Rakotoson entrou no lugar de Rijaniaina Randriamanampisoa,[FORA] 80' Oussama Lamlioui | [FORA] 44' Oussama Lamlioui | [FORA] 27' Youssef Mehri,[FORA] 80' Mohamed Rabie Hrimat -> Oussama Lamlioui | [FORA] 27' Khalid Baba -> Youssef Mehri
Senegal,"African Nations Championship, Knockout stage",Africa,2025-08-29 15:00:00,Sudan,Senegal,Sudan x Senegal,3 x 5,4-2-3-1,4-3-3,Mohamed Abooja | Yaser Awad Boshara | Altayeb Abaker | Mohamed Saeed Ahmed | Faris Abdalla | Mohamed Al-Rasheed | Walieldin Khidir | Mazin Fadul Al-Bahli | Abdelrazig Omer | Musa Ali Hussein | Muhamed Tia Asad,Marc Diouf | Daouda Ba | Baye Assane Ciss | Seyni Mbaye Ndiaye | Joseph Layousse Samb | Ousseynou Fall Seck | Bonaventure Fonseca | Mbaye Yaya Ly | Libasse Guèye | Cisse Vieux | Oumar Ba,[CASA] 90' Musab Makeen entrou no lugar de Yaser Awad Boshara | [FORA] 87' Christian Gomis entrou no lugar de Oumar Ba | [CASA] 84' Ahmed Yousif Tabanja entrou no lugar de Abdelrazig Omer | [CASA] 76' Maaz Kandani entrou no lugar de Muhamed Tia Asad | [CASA] 75' Awad Zayed entrou no lugar de Mazin Fadul Al-Bahli | [FORA] 74' Serigne Koïté entrou no lugar de Ousseynou Fall Seck | [FORA] 46' Malick Sembène entrou no lugar de Baye Assane Ciss | [FORA] 46' Issa Kane entrou no lugar de Mbaye Yaya Ly | [FORA] 30' Amadou Coly entrou no lugar de Bonaventure Fonseca,[FORA] 58' Seyni Mbaye Ndiaye | [CASA] 6' Muhamed Tia Asad,[FORA] 58' Ousseynou Fall Seck -> Seyni Mbaye Ndiaye | [CASA] 6' Abdelrazig Omer -> Muhamed Tia Asad
Morocco,"African Nations Championship, Knockout stage",Africa,2025-08-26 17:30:00,Morocco,Senegal,Morocco x Senegal,6 x 4,4-3-3,4-3-1-2,Mehdi Al Harrar | Mohamed Boulacsout | Mehdi Mchakh'chekh | Marouane Louadni | Youssef Belammari | Mohamed Rabie Hrimat | Anas Bach | Khalid Baba | Youssef Mehri | Oussama Lamlioui | Sabir Bougrine,Marc Diouf | Daouda Ba | Baye Assane Ciss | Seyni Mbaye Ndiaye | Joseph Layousse Samb | Oumar Ba | Mbaye Yaya Ly | Libasse Guèye | Moussa Cissé | Serigne Koïté | Christian Gomis,[FORA] 99' Issa Kane entrou no lugar de Mbaye Yaya Ly | [CASA] 97' Mohamed Moufid entrou no lugar de Sabir Bougrine | [FORA] 90' Ameth Niang entrou no lugar de Oumar Ba | [FORA] 84' Bonaventure Fonseca entrou no lugar de Moussa Cissé | [FORA] 77' Insa Boye entrou no lugar de Libasse Guèye | [FORA] 77' Ababacar Sarr entrou no lugar de Serigne Koïté | [CASA] 65' Ayoub Khairi entrou no lugar de Mehdi Mchakh'chekh | [CASA] 65' Salaheddine Errahouli entrou no lugar de Khalid Baba | [FORA] 46' Cisse Vieux entrou no lugar de Christian Gomis,[CASA] 23' Sabir Bougrine | [FORA] 16' Joseph Layousse Samb,[FORA] 16' Libasse Guèye -> Joseph Layousse Samb
Qatar,Int. Friendly Games,World,2025-08-24 15:30:00,Qatar,Lebanon,Qatar x Lebanon,0 x 1,4-2-3-1,3-4-3,Marwan Badredlin | Murad Naji | Al-Hashmi Al-Hussain | Ahmed Suhail | Abdullah Badr Al-Yazidi | Ahmed Fathi | Guilherme | Ismaeel Mohammad | Ali Asad | Yusuf Abdurisag | Moustafa Asar,Mostafa Matar | Walid Shour | Khalil Khamis | Hussein Sharafeddine | Hussein El Zein | Mohamad Haidar | Ahmad Kheireddine | Mohamad Safwan | Khoder Kaddour | Mohammad Al Masri | Ramy Najjarine,[CASA] 69' Marwan Hassan entrou no lugar de Tahsin Mohammed Jamshid | [FORA] 60' Hassan Kourani entrou no lugar de Hussein El Zein | [FORA] 53' Majed Osman entrou no lugar de Mohammad Al Masri | [FORA] 52' Hasan Srour entrou no lugar de Ramy Najjarine | [CASA] 52' Ghanem Al Minhali entrou no lugar de Abdullah Badr Al-Yazidi | [FORA] 46' Alee Tneich 'Sisi' entrou no lugar de Mohamad Haidar | [FORA] 46' Jihad Ayoub entrou no lugar de Hussein Sharafeddine | [FORA] 46' Zein Farran entrou no lugar de Khoder Kaddour | [CASA] 42' Abdulla Al Otaibi entrou no lugar de Murad Naji | [CASA] 42' Noureldan Tamer entrou no lugar de Ismaeel Mohammad | [CASA] 42' Mohamed Gouda entrou no lugar de Moustafa Asar | [CASA] 42' Moath Taha entrou no lugar de Ahmed Fathi | [CASA] 30' Mubark Shanan entrou no lugar de Guilherme | [CASA] 30' Anas Abdulsalam Abweny entrou no lugar de Ali Asad | [CASA] 30' Tahsin Mohammed Jamshid entrou no lugar de Yusuf Abdurisag | [CASA] 30' Bahaa Ellethy entrou no lugar de Al-Hashmi Al-Hussain,[FORA] 6' Khoder Kaddour,[FORA] 6' Ramy Najjarine -> Khoder Kaddour
